business_id,name,city,state,stars,text,review_id,date,categories
biz_000,Joe's Pizza,Brooklyn,NY,1,Poor service and mediocre food. Disappointed.,rev_000_039,2024-03-07,"Restaurants, Food"
biz_000,Joe's Pizza,Queens,NY,3,"Terrible experience, would not return.",rev_000_040,2024-12-17,"Restaurants, Food"
biz_000,Joe's Pizza,Bronx,NY,5,"Perfect dinner spot, loved everything!",rev_000_041,2024-11-23,"Restaurants, Food"
biz_000,Joe's Pizza,Manhattan,NY,5,Poor service and mediocre food. Disappointed.,rev_000_042,2024-04-24,"Restaurants, Food"
biz_000,Joe's Pizza,Manhattan,NY,3,Poor service and mediocre food. Disappointed.,rev_000_043,2024-01-08,"Restaurants, Food"
biz_000,Joe's Pizza,Manhattan,NY,3,"Not worth the money, poor quality.",rev_000_044,2024-09-03,"Restaurants, Food"
biz_000,Joe's Pizza,Brooklyn,NY,1,"Terrible experience, would not return.",rev_000_045,2024-02-22,"Restaurants, Food"
biz_000,Joe's Pizza,New York,NY,1,Poor service and mediocre food. Disappointed.,rev_000_046,2024-04-01,"Restaurants, Food"
biz_000,Joe's Pizza,Manhattan,NY,3,"Not worth the money, poor quality.",rev_000_047,2024-01-01,"Restaurants, Food"
biz_001,Manhattan Bistro,Bronx,NY,1,"Terrible experience, would not return.",rev_001_000,2024-03-22,"Restaurants, Food"
biz_001,Manhattan Bistro,New York,NY,3,Food was cold and service was slow.,rev_001_001,2024-12-15,"Restaurants, Food"
biz_001,Manhattan Bistro,Manhattan,NY,1,Poor service and mediocre food. Disappointed.,rev_001_002,2024-04-03,"Restaurants, Food"
biz_001,Manhattan Bistro,Queens,NY,1,"Not worth the money, poor quality.",rev_001_003,2024-05-06,"Restaurants, Food"
biz_001,Manhattan Bistro,Bronx,NY,5,Great food and excellent service! Highly recommend.,rev_001_004,2024-01-14,"Restaurants, Food"
biz_001,Manhattan Bistro,Queens,NY,3,Food was cold and service was slow.,rev_001_005,2024-05-23,"Restaurants, Food"
biz_001,Manhattan Bistro,New York,NY,4,Poor service and mediocre food. Disappointed.,rev_001_006,2024-10-22,"Restaurants, Food"
biz_001,Manhattan Bistro,Brooklyn,NY,1,"Not worth the money, poor quality.",rev_001_007,2024-06-23,"Restaurants, Food"
biz_001,Manhattan Bistro,Brooklyn,NY,4,Poor service and mediocre food. Disappointed.,rev_001_008,2024-01-08,"Restaurants, Food"
biz_001,Manhattan Bistro,Bronx,NY,3,Food was cold and service was slow.,rev_001_009,2024-10-23,"Restaurants, Food"
biz_001,Manhattan Bistro,Bronx,NY,5,"Average experience, nothing special but decent.",rev_001_010,2024-12-26,"Restaurants, Food"
biz_001,Manhattan Bistro,New York,NY,5,Amazing atmosphere and delicious meals!,rev_001_011,2024-08-14,"Restaurants, Food"
biz_001,Manhattan Bistro,Queens,NY,3,"Not worth the money, poor quality.",rev_001_012,2024-02-02,"Restaurants, Food"
biz_001,Manhattan Bistro,New York,NY,1,Food was cold and service was slow.,rev_001_013,2024-10-22,"Restaurants, Food"
biz_001,Manhattan Bistro,Brooklyn,NY,1,"Terrible experience, would not return.",rev_001_014,2024-06-15,"Restaurants, Food"
biz_001,Manhattan Bistro,Bronx,NY,4,Amazing atmosphere and delicious meals!,rev_001_015,2024-12-12,"Restaurants, Food"
biz_001,Manhattan Bistro,Bronx,NY,1,Food was cold and service was slow.,rev_001_016,2024-04-15,"Restaurants, Food"
biz_001,Manhattan Bistro,Bronx,NY,3,"Not worth the money, poor quality.",rev_001_017,2024-02-28,"Restaurants, Food"
biz_001,Manhattan Bistro,Manhattan,NY,3,Food was cold and service was slow.,rev_001_018,2024-12-26,"Restaurants, Food"
biz_001,Manhattan Bistro,New York,NY,4,Outstanding restaurant with friendly staff!,rev_001_019,2024-12-21,"Restaurants, Food"
biz_001,Manhattan Bistro,Brooklyn,NY,4,"Average experience, nothing special but decent.",rev_001_020,2024-06-16,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,3,Poor service and mediocre food. Disappointed.,rev_002_000,2024-07-05,"Restaurants, Food"
biz_002,Brooklyn Coffee,Brooklyn,NY,1,Food was cold and service was slow.,rev_002_001,2024-03-05,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,4,Outstanding restaurant with friendly staff!,rev_002_002,2024-01-14,"Restaurants, Food"
biz_002,Brooklyn Coffee,Brooklyn,NY,2,Poor service and mediocre food. Disappointed.,rev_002_003,2024-10-16,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,1,"Not worth the money, poor quality.",rev_002_004,2024-07-26,"Restaurants, Food"
biz_002,Brooklyn Coffee,Queens,NY,3,Poor service and mediocre food. Disappointed.,rev_002_005,2024-10-26,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,3,"Not worth the money, poor quality.",rev_002_006,2024-04-16,"Restaurants, Food"
biz_002,Brooklyn Coffee,Manhattan,NY,4,"Average experience, nothing special but decent.",rev_002_007,2024-04-24,"Restaurants, Food"
biz_002,Brooklyn Coffee,New York,NY,3,Food was cold and service was slow.,rev_002_008,2024-03-11,"Restaurants, Food"
biz_002,Brooklyn Coffee,Brooklyn,NY,3,Food was cold and service was slow.,rev_002_009,2024-11-12,"Restaurants, Food"
biz_002,Brooklyn Coffee,Brooklyn,NY,4,Amazing atmosphere and delicious meals!,rev_002_010,2024-03-18,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,3,Poor service and mediocre food. Disappointed.,rev_002_011,2024-10-10,"Restaurants, Food"
biz_002,Brooklyn Coffee,Queens,NY,4,"Average experience, nothing special but decent.",rev_002_012,2024-10-21,"Restaurants, Food"
biz_002,Brooklyn Coffee,Queens,NY,5,Poor service and mediocre food. Disappointed.,rev_002_013,2024-09-21,"Restaurants, Food"
biz_002,Brooklyn Coffee,New York,NY,1,"Not worth the money, poor quality.",rev_002_014,2024-08-03,"Restaurants, Food"
biz_002,Brooklyn Coffee,New York,NY,1,"Not worth the money, poor quality.",rev_002_015,2024-07-24,"Restaurants, Food"
biz_002,Brooklyn Coffee,New York,NY,3,"Not worth the money, poor quality.",rev_002_016,2024-07-13,"Restaurants, Food"
biz_002,Brooklyn Coffee,New York,NY,1,Food was cold and service was slow.,rev_002_017,2024-01-20,"Restaurants, Food"
biz_002,Brooklyn Coffee,Manhattan,NY,1,"Terrible experience, would not return.",rev_002_018,2024-01-04,"Restaurants, Food"
biz_002,Brooklyn Coffee,New York,NY,5,Great food and excellent service! Highly recommend.,rev_002_019,2024-07-28,"Restaurants, Food"
biz_002,Brooklyn Coffee,Brooklyn,NY,2,"Not worth the money, poor quality.",rev_002_020,2024-05-05,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,5,Great food and excellent service! Highly recommend.,rev_002_021,2024-04-21,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,1,Poor service and mediocre food. Disappointed.,rev_002_022,2024-10-26,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,5,"Average experience, nothing special but decent.",rev_002_023,2024-11-11,"Restaurants, Food"
biz_002,Brooklyn Coffee,Brooklyn,NY,5,Amazing atmosphere and delicious meals!,rev_002_024,2024-12-17,"Restaurants, Food"
biz_002,Brooklyn Coffee,Brooklyn,NY,5,"Perfect dinner spot, loved everything!",rev_002_025,2024-09-18,"Restaurants, Food"
biz_002,Brooklyn Coffee,Bronx,NY,1,"Terrible experience, would not return.",rev_002_026,2024-06-19,"Restaurants, Food"
biz_002,Brooklyn Coffee,Queens,NY,2,Poor service and mediocre food. Disappointed.,rev_002_027,2024-01-07,"Restaurants, Food"
biz_002,Brooklyn Coffee,Queens,NY,2,"Not worth the money, poor quality.",rev_002_028,2024-03-12,"Restaurants, Food"
biz_002,Brooklyn Coffee,Manhattan,NY,1,Food was cold and service was slow.,rev_002_029,2024-07-03,"Restaurants, Food"
biz_002,Brooklyn Coffee,Brooklyn,NY,5,"Average experience, nothing special but decent.",rev_002_030,2024-04-28,"Restaurants, Food"
biz_002,Brooklyn Coffee,New York,NY,3,Food was cold and service was slow.,rev_002_031,2024-03-13,"Restaurants, Food"
biz_002,Brooklyn Coffee,New York,NY,4,Great food and excellent service! Highly recommend.,rev_002_032,2024-09-24,"Restaurants, Food"
biz_002,Brooklyn Coffee,Queens,NY,3,Poor service and mediocre food. Disappointed.,rev_002_033,2024-05-16,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,1,Poor service and mediocre food. Disappointed.,rev_003_000,2024-04-25,"Restaurants, Food"
biz_003,Central Deli,New York,NY,4,Great food and excellent service! Highly recommend.,rev_003_001,2024-05-22,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,3,"Not worth the money, poor quality.",rev_003_002,2024-12-10,"Restaurants, Food"
biz_003,Central Deli,Queens,NY,2,"Not worth the money, poor quality.",rev_003_003,2024-05-08,"Restaurants, Food"
biz_003,Central Deli,Brooklyn,NY,5,Amazing atmosphere and delicious meals!,rev_003_004,2024-12-18,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,5,Outstanding restaurant with friendly staff!,rev_003_005,2024-06-17,"Restaurants, Food"
biz_003,Central Deli,Queens,NY,5,Outstanding restaurant with friendly staff!,rev_003_006,2024-03-06,"Restaurants, Food"
biz_003,Central Deli,New York,NY,2,"Not worth the money, poor quality.",rev_003_007,2024-02-10,"Restaurants, Food"
biz_003,Central Deli,Bronx,NY,2,"Terrible experience, would not return.",rev_003_008,2024-07-24,"Restaurants, Food"
biz_003,Central Deli,New York,NY,5,Great food and excellent service! Highly recommend.,rev_003_009,2024-11-21,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,3,Poor service and mediocre food. Disappointed.,rev_003_010,2024-01-13,"Restaurants, Food"
biz_003,Central Deli,New York,NY,5,Great food and excellent service! Highly recommend.,rev_003_011,2024-05-16,"Restaurants, Food"
biz_003,Central Deli,Bronx,NY,5,Amazing atmosphere and delicious meals!,rev_003_012,2024-06-03,"Restaurants, Food"
biz_003,Central Deli,Brooklyn,NY,5,Outstanding restaurant with friendly staff!,rev_003_013,2024-10-19,"Restaurants, Food"
biz_003,Central Deli,New York,NY,4,"Perfect dinner spot, loved everything!",rev_003_014,2024-03-13,"Restaurants, Food"
biz_003,Central Deli,Brooklyn,NY,3,"Terrible experience, would not return.",rev_003_015,2024-12-08,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,5,"Average experience, nothing special but decent.",rev_003_016,2024-11-18,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,3,"Terrible experience, would not return.",rev_003_017,2024-09-17,"Restaurants, Food"
biz_003,Central Deli,Brooklyn,NY,5,Outstanding restaurant with friendly staff!,rev_003_018,2024-11-19,"Restaurants, Food"
biz_003,Central Deli,Brooklyn,NY,1,"Not worth the money, poor quality.",rev_003_019,2024-02-18,"Restaurants, Food"
biz_003,Central Deli,Brooklyn,NY,4,Poor service and mediocre food. Disappointed.,rev_003_020,2024-04-25,"Restaurants, Food"
biz_003,Central Deli,Brooklyn,NY,4,Amazing atmosphere and delicious meals!,rev_003_021,2024-03-17,"Restaurants, Food"
biz_003,Central Deli,New York,NY,2,"Not worth the money, poor quality.",rev_003_022,2024-10-17,"Restaurants, Food"
biz_003,Central Deli,Bronx,NY,5,Outstanding restaurant with friendly staff!,rev_003_023,2024-02-13,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,4,Poor service and mediocre food. Disappointed.,rev_003_024,2024-09-23,"Restaurants, Food"
biz_003,Central Deli,Queens,NY,4,Poor service and mediocre food. Disappointed.,rev_003_025,2024-08-04,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,5,Poor service and mediocre food. Disappointed.,rev_003_026,2024-02-26,"Restaurants, Food"
biz_003,Central Deli,Queens,NY,4,Outstanding restaurant with friendly staff!,rev_003_027,2024-10-22,"Restaurants, Food"
biz_003,Central Deli,Queens,NY,5,Great food and excellent service! Highly recommend.,rev_003_028,2024-10-14,"Restaurants, Food"
biz_003,Central Deli,Manhattan,NY,4,"Perfect dinner spot, loved everything!",rev_003_029,2024-09-26,"Restaurants, Food"
biz_004,Park Restaurant,Bronx,NY,4,"Perfect dinner spot, loved everything!",rev_004_000,2024-01-26,"Restaurants, Food"
biz_004,Park Restaurant,Bronx,NY,3,"Not worth the money, poor quality.",rev_004_001,2024-04-15,"Restaurants, Food"
biz_004,Park Restaurant,Queens,NY,4,"Perfect dinner spot, loved everything!",rev_004_002,2024-07-14,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,4,Outstanding restaurant with friendly staff!,rev_004_003,2024-08-19,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,3,Food was cold and service was slow.,rev_004_004,2024-12-13,"Restaurants, Food"
biz_004,Park Restaurant,New York,NY,2,"Terrible experience, would not return.",rev_004_005,2024-07-05,"Restaurants, Food"
biz_004,Park Restaurant,Brooklyn,NY,5,Great food and excellent service! Highly recommend.,rev_004_006,2024-12-25,"Restaurants, Food"
biz_004,Park Restaurant,Brooklyn,NY,2,"Not worth the money, poor quality.",rev_004_007,2024-03-09,"Restaurants, Food"
biz_004,Park Restaurant,Brooklyn,NY,5,Amazing atmosphere and delicious meals!,rev_004_008,2024-08-08,"Restaurants, Food"
biz_004,Park Restaurant,Bronx,NY,4,Poor service and mediocre food. Disappointed.,rev_004_009,2024-06-20,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,1,"Terrible experience, would not return.",rev_004_010,2024-06-05,"Restaurants, Food"
biz_004,Park Restaurant,Queens,NY,1,Poor service and mediocre food. Disappointed.,rev_004_011,2024-11-24,"Restaurants, Food"
biz_004,Park Restaurant,Bronx,NY,1,Food was cold and service was slow.,rev_004_012,2024-04-24,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,5,"Average experience, nothing special but decent.",rev_004_013,2024-04-15,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,2,Poor service and mediocre food. Disappointed.,rev_004_014,2024-09-02,"Restaurants, Food"
biz_004,Park Restaurant,Queens,NY,4,"Average experience, nothing special but decent.",rev_004_015,2024-05-06,"Restaurants, Food"
biz_004,Park Restaurant,New York,NY,2,"Not worth the money, poor quality.",rev_004_016,2024-04-17,"Restaurants, Food"
biz_004,Park Restaurant,Bronx,NY,5,Great food and excellent service! Highly recommend.,rev_004_017,2024-11-04,"Restaurants, Food"
biz_004,Park Restaurant,Brooklyn,NY,4,Poor service and mediocre food. Disappointed.,rev_004_018,2024-08-10,"Restaurants, Food"
biz_004,Park Restaurant,Bronx,NY,5,"Average experience, nothing special but decent.",rev_004_019,2024-08-02,"Restaurants, Food"
biz_004,Park Restaurant,New York,NY,4,Outstanding restaurant with friendly staff!,rev_004_020,2024-11-15,"Restaurants, Food"
biz_004,Park Restaurant,New York,NY,4,Poor service and mediocre food. Disappointed.,rev_004_021,2024-05-28,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,3,"Terrible experience, would not return.",rev_004_022,2024-09-02,"Restaurants, Food"
biz_004,Park Restaurant,Queens,NY,5,Poor service and mediocre food. Disappointed.,rev_004_023,2024-08-11,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,3,"Terrible experience, would not return.",rev_004_024,2024-05-05,"Restaurants, Food"
biz_004,Park Restaurant,Queens,NY,3,Food was cold and service was slow.,rev_004_025,2024-09-13,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,5,"Average experience, nothing special but decent.",rev_004_026,2024-06-01,"Restaurants, Food"
biz_004,Park Restaurant,New York,NY,2,Food was cold and service was slow.,rev_004_027,2024-01-15,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,4,"Perfect dinner spot, loved everything!",rev_004_028,2024-07-19,"Restaurants, Food"
biz_004,Park Restaurant,Brooklyn,NY,5,Poor service and mediocre food. Disappointed.,rev_004_029,2024-04-15,"Restaurants, Food"
biz_004,Park Restaurant,Manhattan,NY,2,Poor service and mediocre food. Disappointed.,rev_004_030,2024-04-06,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,5,Poor service and mediocre food. Disappointed.,rev_005_000,2024-06-02,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,3,Food was cold and service was slow.,rev_005_001,2024-04-13,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,5,Outstanding restaurant with friendly staff!,rev_005_002,2024-04-12,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,3,Food was cold and service was slow.,rev_005_003,2024-04-04,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,2,Food was cold and service was slow.,rev_005_004,2024-10-08,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,5,"Average experience, nothing special but decent.",rev_005_005,2024-10-13,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,5,"Average experience, nothing special but decent.",rev_005_006,2024-11-12,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,5,Amazing atmosphere and delicious meals!,rev_005_007,2024-08-10,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,3,Food was cold and service was slow.,rev_005_008,2024-08-09,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,1,Food was cold and service was slow.,rev_005_009,2024-05-26,"Restaurants, Food"
biz_005,Corner Bakery,New York,NY,3,"Terrible experience, would not return.",rev_005_010,2024-06-23,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,4,Outstanding restaurant with friendly staff!,rev_005_011,2024-09-10,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,3,Poor service and mediocre food. Disappointed.,rev_005_012,2024-04-25,"Restaurants, Food"
biz_005,Corner Bakery,Brooklyn,NY,2,"Terrible experience, would not return.",rev_005_013,2024-11-02,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,1,"Not worth the money, poor quality.",rev_005_014,2024-11-19,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,5,Great food and excellent service! Highly recommend.,rev_005_015,2024-08-01,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,5,Poor service and mediocre food. Disappointed.,rev_005_016,2024-02-21,"Restaurants, Food"
biz_005,Corner Bakery,New York,NY,5,Great food and excellent service! Highly recommend.,rev_005_017,2024-04-22,"Restaurants, Food"
biz_005,Corner Bakery,New York,NY,3,Food was cold and service was slow.,rev_005_018,2024-07-01,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,5,"Perfect dinner spot, loved everything!",rev_005_019,2024-08-19,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,4,"Perfect dinner spot, loved everything!",rev_005_020,2024-08-19,"Restaurants, Food"
biz_005,Corner Bakery,Brooklyn,NY,5,"Perfect dinner spot, loved everything!",rev_005_021,2024-02-22,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,5,"Average experience, nothing special but decent.",rev_005_022,2024-04-01,"Restaurants, Food"
biz_005,Corner Bakery,Brooklyn,NY,4,Poor service and mediocre food. Disappointed.,rev_005_023,2024-03-14,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,4,Great food and excellent service! Highly recommend.,rev_005_024,2024-02-07,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,5,Great food and excellent service! Highly recommend.,rev_005_025,2024-08-23,"Restaurants, Food"
biz_005,Corner Bakery,New York,NY,5,Outstanding restaurant with friendly staff!,rev_005_026,2024-05-03,"Restaurants, Food"
biz_005,Corner Bakery,Brooklyn,NY,1,"Not worth the money, poor quality.",rev_005_027,2024-03-24,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,3,"Not worth the money, poor quality.",rev_005_028,2024-04-05,"Restaurants, Food"
biz_005,Corner Bakery,Brooklyn,NY,4,"Perfect dinner spot, loved everything!",rev_005_029,2024-07-10,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,4,Outstanding restaurant with friendly staff!,rev_005_030,2024-03-04,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,5,"Average experience, nothing special but decent.",rev_005_031,2024-04-11,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,4,"Average experience, nothing special but decent.",rev_005_032,2024-04-05,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,4,"Perfect dinner spot, loved everything!",rev_005_033,2024-12-03,"Restaurants, Food"
biz_005,Corner Bakery,New York,NY,3,"Terrible experience, would not return.",rev_005_034,2024-10-24,"Restaurants, Food"
biz_005,Corner Bakery,New York,NY,3,Food was cold and service was slow.,rev_005_035,2024-02-19,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,5,Great food and excellent service! Highly recommend.,rev_005_036,2024-09-07,"Restaurants, Food"
biz_005,Corner Bakery,Queens,NY,5,"Perfect dinner spot, loved everything!",rev_005_037,2024-10-26,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,1,"Terrible experience, would not return.",rev_005_038,2024-06-18,"Restaurants, Food"
biz_005,Corner Bakery,Brooklyn,NY,5,"Average experience, nothing special but decent.",rev_005_039,2024-01-05,"Restaurants, Food"
biz_005,Corner Bakery,Bronx,NY,5,"Average experience, nothing special but decent.",rev_005_040,2024-10-22,"Restaurants, Food"
biz_005,Corner Bakery,Manhattan,NY,4,Great food and excellent service! Highly recommend.,rev_005_041,2024-08-02,"Restaurants, Food"
biz_006,Main Street Cafe,Bronx,NY,4,Outstanding restaurant with friendly staff!,rev_006_000,2024-01-26,"Restaurants, Food"
biz_006,Main Street Cafe,Brooklyn,NY,5,"Perfect dinner spot, loved everything!",rev_006_001,2024-12-22,"Restaurants, Food"
biz_006,Main Street Cafe,Manhattan,NY,4,Poor service and mediocre food. Disappointed.,rev_006_002,2024-10-21,"Restaurants, Food"
biz_006,Main Street Cafe,New York,NY,2,Food was cold and service was slow.,rev_006_003,2024-11-07,"Restaurants, Food"
biz_006,Main Street Cafe,Bronx,NY,5,"Perfect dinner spot, loved everything!",rev_006_004,2024-08-01,"Restaurants, Food"
biz_006,Main Street Cafe,Queens,NY,4,Amazing atmosphere and delicious meals!,rev_006_005,2024-11-17,"Restaurants, Food"
biz_006,Main Street Cafe,New York,NY,4,Outstanding restaurant with friendly staff!,rev_006_006,2024-10-02,"Restaurants, Food"
biz_006,Main Street Cafe,New York,NY,4,Great food and excellent service! Highly recommend.,rev_006_007,2024-09-11,"Restaurants, Food"
biz_006,Main Street Cafe,Manhattan,NY,4,Great food and excellent service! Highly recommend.,rev_006_008,2024-02-05,"Restaurants, Food"
biz_006,Main Street Cafe,Brooklyn,NY,4,Poor service and mediocre food. Disappointed.,rev_006_009,2024-12-19,"Restaurants, Food"
biz_006,Main Street Cafe,Bronx,NY,5,Poor service and mediocre food. Disappointed.,rev_006_010,2024-01-10,"Restaurants, Food"
